id,tokencount,department,messagecount,method,created_on,updated_on
6531,431,RIT-RL-BdR,2,Chat,2024-01-25 12:36:33.308340,2024-01-25 12:36:33.308346
6533,402,RIT-RL-BdR,2,Chat,2024-01-25 12:37:38.532721,2024-01-25 12:37:38.532727
6537,985,RIT-RL-BdR,5,Chat,2024-01-25 12:39:43.468177,2024-01-25 12:39:43.468184
6543,1872,RIT-RL-BdR,8,Chat,2024-01-25 12:44:20.970780,2024-01-25 12:44:20.970786
6547,319,ITM-KM34,2,Chat,2024-01-25 12:48:16.503224,2024-01-25 12:48:16.503230
6548,337,MOR-GB2.45,1,Chat,2024-01-25 12:52:29.300307,2024-01-25 12:52:29.300314
6551,324,ITM-BdWL,1,Chat,2024-01-25 13:15:26.775276,2024-01-25 13:15:26.775283
6554,1972,S-III-MI/S,1,Brainstorm,2024-01-25 13:19:00.672670,2024-01-25 13:19:00.672676
6555,848,RKU-II-6,2,Chat,2024-01-25 13:19:17.141146,2024-01-25 13:19:17.141153
6558,455,POR-BdR/Kom,3,Chat,2024-01-25 13:24:16.329158,2024-01-25 13:24:16.329164
6559,2858,RBS-ZIM-SÜD-1,12,Chat,2024-01-25 13:27:00.984360,2024-01-25 13:27:00.984367
6567,4229,RBS-ZIM-SÜD-1,14,Chat,2024-01-25 13:45:54.461446,2024-01-25 13:45:54.461453
6571,4251,RBS-ZIM-SÜD-1,15,Chat,2024-01-25 13:51:08.022106,2024-01-25 13:51:08.022113
6575,4440,RBS-ZIM-SÜD-1,16,Chat,2024-01-25 13:55:17.720622,2024-01-25 13:55:17.720630
6577,238,REV-PG7,2,Chat,2024-01-25 14:28:11.335045,2024-01-25 14:28:11.335053
6579,501,ITM-KM-IL,1,Brainstorm,2024-01-25 14:41:16.635099,2024-01-25 14:41:16.635105
6580,614,ITM-KM82,2,Chat,2024-01-25 14:42:29.014605,2024-01-25 14:42:29.014612
6581,887,ITM-KM82,3,Chat,2024-01-25 14:45:03.015122,2024-01-25 14:45:03.015129
6583,151,MOR-GB1.31,1,Chat,2024-01-25 14:59:44.910905,2024-01-25 14:59:44.910911
6584,186,RIT-RL-BdR,1,Chat,2024-01-25 15:06:34.372159,2024-01-25 15:06:34.372166
6585,938,MOR-GB1.31,1,Brainstorm,2024-01-25 15:06:37.698868,2024-01-25 15:06:37.698874
6588,393,RIT-RL-BdR,2,Chat,2024-01-25 15:13:19.056557,2024-01-25 15:13:19.056564
6590,617,RIT-RL-BdR,3,Chat,2024-01-25 15:24:34.645131,2024-01-25 15:24:34.645137
6591,915,RIT-RL-BdR,4,Chat,2024-01-25 15:31:38.394834,2024-01-25 15:31:38.394841
6592,1185,RIT-RL-BdR,5,Chat,2024-01-25 15:39:22.295313,2024-01-25 15:39:22.295319
6593,909,ITM-IBS61,1,Chat,2024-01-25 15:52:05.778705,2024-01-25 15:52:05.778715
6594,1188,ITM-IBS61,2,Chat,2024-01-25 15:53:23.676460,2024-01-25 15:53:23.676466
6595,153,ITM-IBS61,1,Chat,2024-01-25 16:05:27.217303,2024-01-25 16:05:27.217311
6596,424,MSE-PDIGIT-QB,1,Chat,2024-01-25 16:06:41.394846,2024-01-25 16:06:41.394852
6597,1589,RIT-RL-BdR,6,Chat,2024-01-25 16:25:54.957403,2024-01-25 16:25:54.957409
6598,1979,RIT-RL-BdR,7,Chat,2024-01-25 16:35:14.380094,2024-01-25 16:35:14.380101
6599,2358,RIT-RL-BdR,8,Chat,2024-01-25 16:38:08.362689,2024-01-25 16:38:08.362696
6600,2815,RIT-RL-BdR,9,Chat,2024-01-25 16:40:02.277272,2024-01-25 16:40:02.277279
6601,3337,RIT-RL-BdR,10,Chat,2024-01-25 16:41:33.085957,2024-01-25 16:41:33.085963
6602,3715,RIT-RL-BdR,11,Chat,2024-01-25 16:58:28.587578,2024-01-25 16:58:28.587585
6603,392,S-I-WH2,1,Chat,2024-01-25 17:02:40.998563,2024-01-25 17:02:40.998569
6604,675,S-I-WH2,2,Chat,2024-01-25 17:03:34.550061,2024-01-25 17:03:34.550068
6605,4252,RIT-RL-BdR,12,Chat,2024-01-25 17:04:58.487888,2024-01-25 17:04:58.487894
6606,414,ITM-IBS151,1,Chat,2024-01-25 17:05:06.790443,2024-01-25 17:05:06.790449
6607,971,S-I-WH2,3,Chat,2024-01-25 17:05:44.445295,2024-01-25 17:05:44.445301
6608,4322,RIT-RL-BdR,13,Chat,2024-01-25 17:23:44.893220,2024-01-25 17:23:44.893226
6609,4322,RIT-RL-BdR,13,Chat,2024-01-25 17:23:58.777093,2024-01-25 17:23:58.777100
6610,198,RIT-RL-BdR,1,Chat,2024-01-25 17:24:06.690546,2024-01-25 17:24:06.690553
6611,186,ITM-IBS342,1,Chat,2024-01-25 17:38:01.638290,2024-01-25 17:38:01.638297
6612,443,POR-4/1,1,Chat,2024-01-25 17:38:56.110883,2024-01-25 17:38:56.110889
6613,461,POR-4/1,1,Chat,2024-01-25 17:42:48.243139,2024-01-25 17:42:48.243145
6614,363,POR-4/1,1,Chat,2024-01-25 17:44:12.572280,2024-01-25 17:44:12.572287
6615,802,POR-4/1,2,Chat,2024-01-25 17:45:11.650564,2024-01-25 17:45:11.650570
6616,739,POR-4/1,2,Chat,2024-01-25 17:46:30.160841,2024-01-25 17:46:30.160848
6617,769,POR-4/1,2,Chat,2024-01-25 17:46:48.638919,2024-01-25 17:46:48.638925
6618,813,POR-4/1,2,Chat,2024-01-25 17:47:46.432051,2024-01-25 17:47:46.432057
6619,1236,POR-4/1,3,Chat,2024-01-25 17:49:04.619696,2024-01-25 17:49:04.619701
6620,1744,POR-4/1,4,Chat,2024-01-25 17:51:15.025235,2024-01-25 17:51:15.025241
6621,1930,POR-4/1,5,Chat,2024-01-25 17:52:57.715464,2024-01-25 17:52:57.715469
6622,2071,POR-4/1,6,Chat,2024-01-25 17:54:08.180556,2024-01-25 17:54:08.180562
6623,2269,POR-4/1,6,Chat,2024-01-25 17:55:23.435916,2024-01-25 17:55:23.435922
6624,5468,POR-4/1,1,Sum,2024-01-25 18:04:23.306065,2024-01-25 18:04:23.306072
6625,5294,POR-4/1,1,Sum,2024-01-25 18:06:56.297991,2024-01-25 18:06:56.297997
6626,900,POR-4/1,1,Brainstorm,2024-01-25 18:16:25.868821,2024-01-25 18:16:25.868827
6627,641,POR-4/1,1,Brainstorm,2024-01-25 18:26:58.191132,2024-01-25 18:26:58.191138
6628,513,POR-4/1,1,Brainstorm,2024-01-25 18:27:20.906025,2024-01-25 18:27:20.906030
6629,1742,S-GL-GPAM,1,Chat,2024-01-25 19:32:51.469444,2024-01-25 19:32:51.469452
6630,237,RBS-ZIM-SÜD-1,1,Chat,2024-01-26 06:47:44.605139,2024-01-26 06:47:44.605149
6631,263,RBS-ZIM-SÜD-1,1,Chat,2024-01-26 06:48:10.495119,2024-01-26 06:48:10.495129
6632,458,RBS-ZIM-SÜD-1,2,Chat,2024-01-26 06:49:08.409244,2024-01-26 06:49:08.409250
6633,641,RBS-ZIM-SÜD-1,3,Chat,2024-01-26 06:50:12.766422,2024-01-26 06:50:12.766429
6634,854,RBS-ZIM-SÜD-1,4,Chat,2024-01-26 06:50:46.430983,2024-01-26 06:50:46.430989
6635,1193,RBS-ZIM-SÜD-1,5,Chat,2024-01-26 06:57:35.891856,2024-01-26 06:57:35.891862
6636,590,RBS-ZIM-SÜD-1,1,Chat,2024-01-26 07:12:52.768361,2024-01-26 07:12:52.768370
6637,1158,RBS-ZIM-SÜD-1,2,Chat,2024-01-26 07:13:49.767459,2024-01-26 07:13:49.767465
6638,209,RIT-RL-BdR,1,Chat,2024-01-26 07:21:03.286535,2024-01-26 07:21:03.286542
6639,637,RIT-RL-BdR,2,Chat,2024-01-26 07:24:33.215931,2024-01-26 07:24:33.215938
6640,1100,RIT-RL-BdR,3,Chat,2024-01-26 07:25:46.885102,2024-01-26 07:25:46.885108
6641,1673,RIT-RL-BdR,4,Chat,2024-01-26 07:27:05.868590,2024-01-26 07:27:05.868596
6642,332,RBS-ZIM-SÜD-1,1,Chat,2024-01-26 07:36:08.473959,2024-01-26 07:36:08.473966
6643,153,RAW-FB2-SG2,1,Chat,2024-01-26 07:36:53.367297,2024-01-26 07:36:53.367303
6644,178,RAW-FB2-SG2,1,Chat,2024-01-26 07:36:57.812411,2024-01-26 07:36:57.812418
6645,704,RBS-ZIM-SÜD-1,2,Chat,2024-01-26 07:38:08.817227,2024-01-26 07:38:08.817234
6646,378,RAW-FB2-SG2,2,Chat,2024-01-26 07:39:16.529517,2024-01-26 07:39:16.529525
6647,315,RAW-FB2-SG2,2,Chat,2024-01-26 07:40:56.768029,2024-01-26 07:40:56.768035
6648,236,RAW-FB2-SG2,1,Chat,2024-01-26 07:40:57.773448,2024-01-26 07:40:57.773455
6649,244,RAW-FB2-SG2,1,Chat,2024-01-26 07:41:38.097388,2024-01-26 07:41:38.097394
6650,594,S-GL-GPAM,1,Chat,2024-01-26 07:45:23.157168,2024-01-26 07:45:23.157175
6651,1051,RKU-I-1,1,Brainstorm,2024-01-26 07:57:27.459038,2024-01-26 07:57:27.459044
6652,473,RAW-FB2-SG2,2,Chat,2024-01-26 08:17:22.914737,2024-01-26 08:17:22.914745
6653,797,RAW-FB2-SG2,3,Chat,2024-01-26 08:18:37.327630,2024-01-26 08:18:37.327637
6654,1088,RAW-FB2-SG2,4,Chat,2024-01-26 08:19:09.678320,2024-01-26 08:19:09.678328
6655,1322,RAW-FB2-SG2,5,Chat,2024-01-26 08:22:03.190475,2024-01-26 08:22:03.190481
6656,1572,RAW-FB2-SG2,6,Chat,2024-01-26 08:23:51.849867,2024-01-26 08:23:51.849873
6657,2032,RAW-FB2-SG2,7,Chat,2024-01-26 08:29:06.130147,2024-01-26 08:29:06.130153
6658,1046,POR-4,1,Brainstorm,2024-01-26 08:37:08.852644,2024-01-26 08:37:08.852650
6659,224,KULT-ABT 4,1,Chat,2024-01-26 08:44:32.784628,2024-01-26 08:44:32.784634
6660,224,KULT-ABT 4,1,Chat,2024-01-26 08:44:43.102668,2024-01-26 08:44:43.102673
6661,523,KULT-ABT 4,2,Chat,2024-01-26 08:45:31.083943,2024-01-26 08:45:31.083949
6662,623,KULT-ABT 4,3,Chat,2024-01-26 08:45:47.844932,2024-01-26 08:45:47.844938
6663,431,KVR-GL/31,1,Chat,2024-01-26 08:46:12.109446,2024-01-26 08:46:12.109453
6664,765,KULT-ABT 4,4,Chat,2024-01-26 08:46:12.149711,2024-01-26 08:46:12.149717
6665,706,KVR-GL/31,2,Chat,2024-01-26 08:47:50.972125,2024-01-26 08:47:50.972131
6674,241,ITM-KM21,1,Chat,2024-01-26 09:04:45.324344,2024-01-26 09:04:45.324351
6675,610,ITM-KM21,2,Chat,2024-01-26 09:06:21.469131,2024-01-26 09:06:21.469137
6676,813,D-DSB,1,Brainstorm,2024-01-26 09:16:59.495372,2024-01-26 09:16:59.495378
6679,110,ITM-KM34,1,Chat,2024-01-26 09:24:07.808393,2024-01-26 09:24:07.808399
6682,617,PLAN-HAI-21,2,Chat,2024-01-26 09:26:07.760253,2024-01-26 09:26:07.760260
6686,2999,KVR-GL/31,10,Chat,2024-01-26 09:31:55.031167,2024-01-26 09:31:55.031174
6687,3230,KVR-GL/31,11,Chat,2024-01-26 09:33:16.669025,2024-01-26 09:33:16.669031
6689,3477,KVR-GL/31,12,Chat,2024-01-26 09:36:43.509609,2024-01-26 09:36:43.509615
6690,3758,KVR-GL/31,13,Chat,2024-01-26 09:37:42.000642,2024-01-26 09:37:42.000648
6694,4230,KVR-GL/31,15,Chat,2024-01-26 09:40:56.916979,2024-01-26 09:40:56.916986
6695,871,ITM-KM-IL,1,Brainstorm,2024-01-26 09:41:24.491366,2024-01-26 09:41:24.491371
6697,4316,KVR-GL/31,16,Chat,2024-01-26 09:44:16.210767,2024-01-26 09:44:16.210773
6702,273,KVR-GL/31,2,Chat,2024-01-26 09:47:53.317547,2024-01-26 09:47:53.317553
6703,358,KVR-GL/31,3,Chat,2024-01-26 09:48:51.741437,2024-01-26 09:48:51.741443
6704,463,KVR-GL/31,4,Chat,2024-01-26 09:50:04.443615,2024-01-26 09:50:04.443622
6706,261,D-DSB,1,Chat,2024-01-26 09:52:40.620986,2024-01-26 09:52:40.620992
6707,1295,MOR-GB2.11,4,Chat,2024-01-26 09:53:08.251515,2024-01-26 09:53:08.251521
6709,508,D-DSB,2,Chat,2024-01-26 09:53:41.464212,2024-01-26 09:53:41.464218
6711,1307,KVR-IV-BD VO-II,4,Chat,2024-01-26 09:54:36.561304,2024-01-26 09:54:36.561311
6713,487,ITM-IBS622,1,Chat,2024-01-26 09:55:05.112584,2024-01-26 09:55:05.112590
6714,1255,ITM-KM-IL,1,Brainstorm,2024-01-26 09:55:25.448047,2024-01-26 09:55:25.448053
6715,629,KVR-GL/31,5,Chat,2024-01-26 09:55:26.138807,2024-01-26 09:55:26.138813
6719,872,MOR-GB2.11,1,Brainstorm,2024-01-26 09:56:14.857656,2024-01-26 09:56:14.857661
6720,997,ITM-IBS622,2,Chat,2024-01-26 09:56:37.944540,2024-01-26 09:56:37.944547
6721,855,ITM-KM83,2,Chat,2024-01-26 09:57:40.547856,2024-01-26 09:57:40.547861
6723,447,ITM-KM34,2,Chat,2024-01-26 10:00:42.657402,2024-01-26 10:00:42.657408
6725,1169,KVR-GL/31,8,Chat,2024-01-26 10:07:52.007187,2024-01-26 10:07:52.007194
6730,1184,ITM-IBS622,3,Chat,2024-01-26 10:14:06.168620,2024-01-26 10:14:06.168626
6735,1954,KVR-GL/31,13,Chat,2024-01-26 10:17:58.866037,2024-01-26 10:17:58.866043
6740,596,KVR-IV-BD IT3,1,Chat,2024-01-26 10:20:17.044393,2024-01-26 10:20:17.044400
6749,3582,KVR-GL/31,21,Chat,2024-01-26 10:28:11.271532,2024-01-26 10:28:11.271538
6750,4221,KVR-GL/31,22,Chat,2024-01-26 10:31:56.186839,2024-01-26 10:31:56.186845
6751,538,ITM-KM81,4,Chat,2024-01-26 10:32:23.431120,2024-01-26 10:32:23.431127
6753,308,KR-GSM-GEO-GG,1,Chat,2024-01-26 10:43:56.551024,2024-01-26 10:43:56.551031
6754,4679,KVR-GL/31,24,Chat,2024-01-26 10:48:07.796350,2024-01-26 10:48:07.796356
6756,514,KVR-GL/31,2,Chat,2024-01-26 10:50:22.831019,2024-01-26 10:50:22.831025
6760,201,MOR-GB1.31,1,Chat,2024-01-26 11:02:31.257991,2024-01-26 11:02:31.257997
6762,537,MOR-GB1.31,1,Chat,2024-01-26 11:04:09.865873,2024-01-26 11:04:09.865879
6774,572,RBS-ZIM-SÜD-1,2,Chat,2024-01-26 11:45:56.479510,2024-01-26 11:45:56.479517
6780,348,ITM-KM-IL,1,Chat,2024-01-26 11:59:51.876899,2024-01-26 11:59:51.876905
6784,799,ITM-KM-IL,1,Brainstorm,2024-01-26 12:04:14.603772,2024-01-26 12:04:14.603777
6786,2912,MOR-GB2.11,6,Chat,2024-01-26 12:08:53.321513,2024-01-26 12:08:53.321520
6789,154,RKU-I-1,1,Chat,2024-01-26 12:19:04.701436,2024-01-26 12:19:04.701442
6791,688,RKU-I-1,3,Chat,2024-01-26 12:20:22.033762,2024-01-26 12:20:22.033769
6792,1000,RKU-I-1,4,Chat,2024-01-26 12:21:04.115690,2024-01-26 12:21:04.115696
6796,112,RIT-I-A2,3,Chat,2024-01-26 12:23:05.392604,2024-01-26 12:23:05.392611
6797,1690,RKU-I-1,6,Chat,2024-01-26 12:23:11.777367,2024-01-26 12:23:11.777375
6804,4809,KVR-GL/31,1,Sum,2024-01-26 12:36:17.943962,2024-01-26 12:36:17.943968
6807,199,ITM-IBS324,1,Chat,2024-01-26 12:40:08.480131,2024-01-26 12:40:08.480138
6809,403,ITM-IBS324,3,Chat,2024-01-26 12:40:23.403165,2024-01-26 12:40:23.403170
6811,722,ITM-IBS324,5,Chat,2024-01-26 12:41:55.244715,2024-01-26 12:41:55.244721
6813,215,ITM-IBS324,1,Chat,2024-01-26 12:44:40.476851,2024-01-26 12:44:40.476857
6814,304,BAU-T312,1,Chat,2024-01-26 12:46:37.735757,2024-01-26 12:46:37.735764
6817,240,RIT-I-A2,4,Chat,2024-01-26 12:49:39.421467,2024-01-26 12:49:39.421473
7064,3263,ITM-KM82,6,Chat,2024-01-29 12:16:44.211986,2024-01-29 12:16:44.211992
7070,358,POR-4,1,Chat,2024-01-29 12:36:06.256157,2024-01-29 12:36:06.256164
7071,692,POR-4,2,Chat,2024-01-29 12:36:36.397939,2024-01-29 12:36:36.397955
7076,38,PLAN-HAI-41,1,Chat,2024-01-29 13:16:35.214316,2024-01-29 13:16:35.214322
7078,285,PLAN-HAI-41,3,Chat,2024-01-29 13:18:42.120357,2024-01-29 13:18:42.120364
7079,865,PLAN-HAI-41,4,Chat,2024-01-29 13:18:48.841868,2024-01-29 13:18:48.841874
7081,45,STR-SPD-Volt-Büro,2,Chat,2024-01-29 13:19:07.439918,2024-01-29 13:19:07.439923
7082,65,STR-SPD-Volt-Büro,3,Chat,2024-01-29 13:19:11.098497,2024-01-29 13:19:11.098503
7085,117,STR-SPD-Volt-Büro,6,Chat,2024-01-29 13:19:23.211670,2024-01-29 13:19:23.211676
7092,1461,RAW-FB2-SG2,4,Chat,2024-01-29 13:29:01.743956,2024-01-29 13:29:01.743962
7096,471,S-I-WH6,1,Chat,2024-01-29 14:10:40.436249,2024-01-29 14:10:40.436255
7097,808,S-I-WH6,2,Chat,2024-01-29 14:11:41.044320,2024-01-29 14:11:41.044327
7098,1068,S-I-WH6,1,Brainstorm,2024-01-29 14:12:40.706141,2024-01-29 14:12:40.706146
7099,561,RKU-I-1,2,Chat,2024-01-29 14:12:50.000330,2024-01-29 14:12:50.000336
7101,949,RKU-I-1,3,Chat,2024-01-29 14:17:57.388892,2024-01-29 14:17:57.388898
7102,328,ITM-KM931,1,Chat,2024-01-29 14:28:38.456487,2024-01-29 14:28:38.456494
7103,680,ITM-KM931,2,Chat,2024-01-29 14:29:32.078384,2024-01-29 14:29:32.078390
7104,1379,S-I-WH6,1,Brainstorm,2024-01-29 14:37:04.686332,2024-01-29 14:37:04.686338
7106,443,S-GL-GPAM,1,Chat,2024-01-29 14:42:45.520430,2024-01-29 14:42:45.520436
7109,3075,PLAN-HAI-22,1,Chat,2024-01-29 14:47:26.662793,2024-01-29 14:47:26.662799
7111,183,MOR-GB1.31,2,Chat,2024-01-29 14:48:28.649037,2024-01-29 14:48:28.649044
7112,269,MOR-GB1.31,3,Chat,2024-01-29 14:48:38.864239,2024-01-29 14:48:38.864245
7120,59,KVR-II/PR,1,Chat,2024-01-29 15:12:00.536004,2024-01-29 15:12:00.536011
7125,142,ITM-IBS131,1,Chat,2024-01-29 15:38:22.849262,2024-01-29 15:38:22.849268
7132,2068,S-I-WH6,1,Sum,2024-01-29 15:53:29.738309,2024-01-29 15:53:29.738315
7136,321,RKU-II-5,2,Chat,2024-01-29 16:00:50.014273,2024-01-29 16:00:50.014279
7141,265,ITM-KM-IL,1,Chat,2024-01-29 16:26:03.678403,2024-01-29 16:26:03.678410
7144,585,RIT-I-A2,2,Chat,2024-01-29 16:28:46.228306,2024-01-29 16:28:46.228313
7147,2460,ITM-KM83,1,Chat,2024-01-29 17:50:55.256858,2024-01-29 17:50:55.256865
7153,4224,ITM-KM83,1,Chat,2024-01-29 17:55:08.874770,2024-01-29 17:55:08.874777
7380,40,S-Recht,1,Chat,2024-01-31 06:18:34.869929,2024-01-31 06:18:34.869939
7382,207,S-Recht,3,Chat,2024-01-31 06:24:14.877318,2024-01-31 06:24:14.877324
7388,67,KVR-GL/31,2,Chat,2024-01-31 07:51:11.913200,2024-01-31 07:51:11.913212
7389,166,KVR-GL/31,3,Chat,2024-01-31 07:51:38.404070,2024-01-31 07:51:38.404077
7390,574,AWM-WST-B,3,Chat,2024-01-31 07:56:39.254072,2024-01-31 07:56:39.254078
7394,1502,AWM-WST-B,6,Chat,2024-01-31 08:15:05.061102,2024-01-31 08:15:05.061108
7396,1765,AWM-WST-B,7,Chat,2024-01-31 08:15:44.986244,2024-01-31 08:15:44.986250
7403,700,AWM-WST-B,1,Brainstorm,2024-01-31 08:32:55.650601,2024-01-31 08:32:55.650607
7404,4151,POR-BdR/Kom,1,Sum,2024-01-31 08:53:37.255059,2024-01-31 08:53:37.255066
7544,40,ITM-KM83,1,Chat,2024-01-31 21:57:36.222205,2024-01-31 21:57:36.222211
7554,713,KVR-IV/BdD-L,1,Brainstorm,2024-02-01 05:56:01.139595,2024-02-01 05:56:01.139603
7555,48,KVR-BdR-PuK,1,Chat,2024-02-01 07:38:40.965484,2024-02-01 07:38:40.965495
7557,494,S-I-WH6,1,Chat,2024-02-01 07:57:13.151556,2024-02-01 07:57:13.151564
7566,496,ITM-IBS411,3,Chat,2024-02-01 09:13:26.189528,2024-02-01 09:13:26.189807
7567,699,ITM-IBS411,4,Chat,2024-02-01 09:13:46.195131,2024-02-01 09:13:46.195137
7573,298,KVR-IV-BD VO-II,1,Chat,2024-02-01 09:23:45.115183,2024-02-01 09:23:45.115189
7579,436,ITM-KM42,2,Chat,2024-02-01 09:37:04.774110,2024-02-01 09:37:04.774116
7580,609,PLAN-HAI-21,5,Chat,2024-02-01 09:44:09.373613,2024-02-01 09:44:09.373619
7581,834,S-Recht,1,Brainstorm,2024-02-01 09:46:58.400845,2024-02-01 09:46:58.400851
7583,138,S-Recht,2,Chat,2024-02-01 09:48:24.966617,2024-02-01 09:48:24.966623
7585,856,RKU-II-5,2,Chat,2024-02-01 09:52:32.963743,2024-02-01 09:52:32.963749
6666,1478,KVR-GL/31,3,Chat,2024-01-26 08:51:59.257750,2024-01-26 08:51:59.257755
6668,475,ITM-KM83,1,Chat,2024-01-26 08:56:27.475388,2024-01-26 08:56:27.475395
6671,914,KULT-ABT 4,5,Chat,2024-01-26 09:02:00.176755,2024-01-26 09:02:00.176761
6672,2582,KVR-GL/31,7,Chat,2024-01-26 09:03:36.002191,2024-01-26 09:03:36.002197
6673,2696,KVR-GL/31,8,Chat,2024-01-26 09:04:17.325930,2024-01-26 09:04:17.325936
6678,674,KVR-IV-BD VO-II,2,Chat,2024-01-26 09:20:47.164954,2024-01-26 09:20:47.164960
6681,2822,KVR-GL/31,9,Chat,2024-01-26 09:25:34.157834,2024-01-26 09:25:34.157839
6688,1005,KVR-IV-BD VO-II,3,Chat,2024-01-26 09:36:11.968318,2024-01-26 09:36:11.968325
6691,3974,KVR-GL/31,14,Chat,2024-01-26 09:40:02.567968,2024-01-26 09:40:02.567974
6692,179,ITM-KM-IL,1,Chat,2024-01-26 09:40:14.411942,2024-01-26 09:40:14.411948
6698,4406,KVR-GL/31,17,Chat,2024-01-26 09:44:24.611298,2024-01-26 09:44:24.611304
6699,4500,KVR-GL/31,18,Chat,2024-01-26 09:45:08.064066,2024-01-26 09:45:08.064073
6700,180,KVR-GL/31,1,Chat,2024-01-26 09:45:39.867660,2024-01-26 09:45:39.867665
6701,806,MOR-GB2.11,2,Chat,2024-01-26 09:45:52.725995,2024-01-26 09:45:52.726001
6722,1488,ITM-KM83,3,Chat,2024-01-26 09:58:39.709183,2024-01-26 09:58:39.709189
6726,1279,KVR-GL/31,9,Chat,2024-01-26 10:08:19.648978,2024-01-26 10:08:19.648985
6727,101,ITM-KM231,1,Chat,2024-01-26 10:12:21.357589,2024-01-26 10:12:21.357595
6736,2027,KVR-GL/31,14,Chat,2024-01-26 10:18:02.867410,2024-01-26 10:18:02.867417
6742,211,ITM-KM81,1,Chat,2024-01-26 10:24:15.556637,2024-01-26 10:24:15.556643
6745,890,KVR-IV-BD IT3,1,Brainstorm,2024-01-26 10:25:35.896132,2024-01-26 10:25:35.896137
6746,2992,KVR-GL/31,19,Chat,2024-01-26 10:25:51.720498,2024-01-26 10:25:51.720504
6747,414,ITM-KM81,3,Chat,2024-01-26 10:25:54.411157,2024-01-26 10:25:54.411163
6748,3250,KVR-GL/31,20,Chat,2024-01-26 10:27:14.658581,2024-01-26 10:27:14.658587
6752,4574,KVR-GL/31,23,Chat,2024-01-26 10:33:16.563627,2024-01-26 10:33:16.563633
6755,232,KVR-GL/31,1,Chat,2024-01-26 10:49:19.410049,2024-01-26 10:49:19.410055
6758,175,ITM-KM83,1,Chat,2024-01-26 10:55:38.149376,2024-01-26 10:55:38.149382
6764,574,RIT-RL-BdR,2,Chat,2024-01-26 11:24:37.734027,2024-01-26 11:24:37.734034
6765,270,ITM-KM34,1,Chat,2024-01-26 11:26:25.046648,2024-01-26 11:26:25.046654
6766,2444,RAW-FB2-SG2,8,Chat,2024-01-26 11:30:08.217033,2024-01-26 11:30:08.217039
6768,250,RAW-FB2-SG2,1,Chat,2024-01-26 11:33:19.466522,2024-01-26 11:33:19.466528
6770,926,MOR-GB2.11,2,Chat,2024-01-26 11:36:43.545083,2024-01-26 11:36:43.545090
6775,801,RBS-ZIM-SÜD-1,3,Chat,2024-01-26 11:46:49.020489,2024-01-26 11:46:49.020495
6776,1136,RBS-ZIM-SÜD-1,4,Chat,2024-01-26 11:47:17.546972,2024-01-26 11:47:17.546979
6777,1441,RBS-ZIM-SÜD-1,5,Chat,2024-01-26 11:48:44.668586,2024-01-26 11:48:44.668592
6779,1976,RBS-ZIM-SÜD-1,7,Chat,2024-01-26 11:50:26.792473,2024-01-26 11:50:26.792479
6783,2929,ITM-KM-IL,1,Sum,2024-01-26 12:03:23.416482,2024-01-26 12:03:23.416488
6785,1990,MOR-GB2.11,5,Chat,2024-01-26 12:08:47.645016,2024-01-26 12:08:47.645022
6787,2371,RBS-ZIM-SÜD-1,8,Chat,2024-01-26 12:17:20.996732,2024-01-26 12:17:20.996739
6788,2353,RBS-ZIM-SÜD-1,8,Chat,2024-01-26 12:19:04.291746,2024-01-26 12:19:04.291752
6793,1357,RKU-I-1,5,Chat,2024-01-26 12:22:29.411267,2024-01-26 12:22:29.411273
6798,2037,RKU-I-1,7,Chat,2024-01-26 12:23:53.933554,2024-01-26 12:23:53.933560
6800,2892,RKU-I-1,9,Chat,2024-01-26 12:27:08.225939,2024-01-26 12:27:08.225945
6805,210,ITM-IBS441,1,Chat,2024-01-26 12:38:53.191637,2024-01-26 12:38:53.191643
6808,245,ITM-IBS324,2,Chat,2024-01-26 12:40:17.162776,2024-01-26 12:40:17.162782
6810,547,ITM-IBS324,4,Chat,2024-01-26 12:41:32.130470,2024-01-26 12:41:32.130476
6812,366,S-III-MI/S-1,1,Chat,2024-01-26 12:42:40.137579,2024-01-26 12:42:40.137586
6815,83,ITM-IBS324,1,Chat,2024-01-26 12:47:47.106806,2024-01-26 12:47:47.106812
6818,1976,ITM-IBS622,5,Chat,2024-01-26 12:50:11.527881,2024-01-26 12:50:11.527888
7080,27,STR-SPD-Volt-Büro,1,Chat,2024-01-29 13:19:04.577845,2024-01-29 13:19:04.577854
7084,108,STR-SPD-Volt-Büro,5,Chat,2024-01-29 13:19:17.764908,2024-01-29 13:19:17.764914
7087,1095,PLAN-HAI-41,5,Chat,2024-01-29 13:22:13.435315,2024-01-29 13:22:13.435321
7088,142,ITM-KM81,1,Chat,2024-01-29 13:24:46.203084,2024-01-29 13:24:46.203090
7089,1228,PLAN-HAI-41,6,Chat,2024-01-29 13:25:25.298635,2024-01-29 13:25:25.298642
7090,1802,PLAN-HAI-41,7,Chat,2024-01-29 13:25:31.710064,2024-01-29 13:25:31.710071
7091,1870,PLAN-HAI-41,8,Chat,2024-01-29 13:28:59.584930,2024-01-29 13:28:59.584936
7093,3452,ITM-KM34,3,Chat,2024-01-29 13:44:29.185908,2024-01-29 13:44:29.185914
7105,23134,PLAN-HAI-22,1,Sum,2024-01-29 14:39:05.890415,2024-01-29 14:39:05.890422
